datetime,ur/h,usv/h,t,p0,humid,windspd,Td,rrr,mm24,mm48
23.10.2018 12:00,106.24,0.53,18.2,735.4,60,3,10.2,0,0,0
23.10.2018 15:00,105,0.53,18.1,734.7,59,1,9.9,0,0,0
23.10.2018 18:00,107.92,0.54,16,734.2,66,0,9.5,0,0,0
23.10.2018 21:00,111.06,0.57,13.9,733.6,77,1,9.9,0,0,0
24.10.2018 0:00,115.41,0.57,12.2,732.4,79,1,8.7,0,0,0
24.10.2018 3:00,112.43,0.55,12.4,730.3,78,3,8.6,0,0,0
24.10.2018 6:00,108.97,0.55,10.7,730.4,85,1,8.2,0,0,3
24.10.2018 9:00,112.11,0.56,13.3,729.1,73,2,8.6,0,0,3
24.10.2018 12:00,109,0.55,18.5,725.9,51,6,8.2,0,0,3
24.10.2018 15:00,112.21,0.56,18.4,723.3,55,5,9.1,0,0,3
24.10.2018 18:00,111.95,0.58,14.5,722.7,71,2,9.2,0,0,3
24.10.2018 21:00,113.47,0.56,11.3,722.4,82,0,8.3,0,0,3
25.10.2018 0:00,115.41,0.58,11.1,721.3,81,0,7.9,0,0,3
25.10.2018 3:00,116.87,0.57,9.9,719.4,86,1,7.7,0,0,3
25.10.2018 6:00,111.7,0.55,10.7,718.9,86,1,8.4,0,3,3
25.10.2018 9:00,109.63,0.57,12.8,719.1,80,1,9.4,0,3,3
25.10.2018 12:00,109.92,0.54,15.6,720.4,70,2,10.1,0,3,3
25.10.2018 15:00,111.54,0.56,15.5,720.4,63,2,8.5,0,3,3
25.10.2018 18:00,113.92,0.56,11.5,722.7,77,3,7.6,0,3,3
25.10.2018 21:00,107.22,0.53,7.5,725,87,5,5.5,0,3,3
26.10.2018 0:00,105.06,0.53,6.7,726.1,82,3,3.8,0,3,3
26.10.2018 3:00,107.95,0.54,6.3,727.2,81,3,3.3,0,3,3
26.10.2018 6:00,105.76,0.51,6.8,728,71,5,1.8,3,3,3
26.10.2018 9:00,102.43,0.52,7.9,730.3,69,1,2.6,0,0,0
26.10.2018 12:00,102.14,0.51,12.2,730.6,45,4,0.5,0,0,0
26.10.2018 15:00,106.48,0.53,11.4,731.1,52,2,1.7,0,0,0
26.10.2018 18:00,104.14,0.53,7.3,731.8,69,1,2,0,0,0
26.10.2018 21:00,104.46,0.51,5.7,732.1,74,2,1.4,0,0,0
27.10.2018 0:00,100.97,0.5,7.7,734.4,69,3,2.3,0,0,0
27.10.2018 3:00,100.59,0.52,7.7,736,68,5,2,0,0,0
27.10.2018 6:00,108.11,0.55,6.7,737.8,70,4,1.5,0,0,0
27.10.2018 9:00,109.03,0.54,9.5,740.2,62,5,2.6,0,0,0
27.10.2018 12:00,107.86,0.55,13.8,741.1,43,3,1.2,0,0,0
27.10.2018 15:00,112.62,0.56,15,741.3,36,1,-0.1,0,0,0
27.10.2018 18:00,112.27,0.56,11.9,742.4,46,0,0.5,0,0,0
27.10.2018 21:00,110.91,0.55,6.3,742.8,70,0,1.1,0,0,0
28.10.2018 0:00,109.76,0.54,2.1,743.5,85,0,-0.2,0,0,0
28.10.2018 3:00,106.14,0.53,0.5,743.6,90,1,-1,0,0,0
28.10.2018 6:00,105.22,0.53,-0.8,743.7,92,1,-2,0,0,0
28.10.2018 9:00,108.3,0.54,7.4,743.9,67,0,1.7,0,0,0
28.10.2018 12:00,104.27,0.52,17.3,743,29,4,-1.1,0,0,0
28.10.2018 15:00,100.24,0.49,19,742.7,25,2,-1.3,0,0,0
28.10.2018 18:00,97.25,0.5,13.1,743.2,40,2,-0.3,0,0,0
28.10.2018 21:00,101.22,0.51,9.1,743.3,53,2,-0.1,0,0,0
29.10.2018 0:00,104.17,0.53,3,743.6,77,0,-0.6,0,0,0
29.10.2018 3:00,109.29,0.55,1,743.3,85,0,-1.3,0,0,0
29.10.2018 6:00,111.73,0.56,0.5,743.2,87,0,-1.5,0,0,0
29.10.2018 9:00,113.7,0.58,8.4,743.5,59,0,0.7,0,0,0
29.10.2018 12:00,112.84,0.56,22.9,742,22,2,-0.2,0,0,0
29.10.2018 15:00,112.81,0.55,23.5,741.4,19,3,-1.2,0,0,0
29.10.2018 18:00,110.53,0.56,15.9,742,33,1,-0.6,0,0,0
29.10.2018 21:00,111.16,0.55,12.3,742.3,43,2,0.1,0,0,0
30.10.2018 0:00,117.67,0.59,8.6,742.2,56,2,0.3,0,0,0
30.10.2018 3:00,115.92,0.59,2,741.9,80,0,-1.1,0,0,0
30.10.2018 6:00,117.38,0.58,0.5,742.3,86,0,-1.6,0,0,0.6
30.10.2018 9:00,117.54,0.58,7.8,742.4,60,0,0.5,0,0,0.6
30.10.2018 12:00,112.59,0.55,20.2,741.7,29,4,1.6,0,0,0.6
30.10.2018 15:00,102.97,0.49,20.4,741.4,30,4,2,0,0,0.6
30.10.2018 18:00,95.98,0.48,14.2,742.2,58,3,5.9,0,0,0.9
30.10.2018 21:00,94.56,0.48,9.5,743.6,86,3,7.3,0,0,0.9
31.10.2018 0:00,94.9,0.47,8.6,743.5,93,3,7.5,0,0,0.9
31.10.2018 3:00,97.92,0.5,10.7,744,76,5,6.6,0,0,0.9
31.10.2018 6:00,100.33,0.51,10.8,744.6,79,4,7.2,0,0.6,0.9
31.10.2018 9:00,101.95,0.5,11.5,745.3,75,4,7.2,0,0.6,0.9
31.10.2018 12:00,101.6,0.52,13.4,745.6,70,5,7.9,0,0.6,0.9
31.10.2018 15:00,106.14,0.54,9.1,746.4,94,6,8.1,0,0.6,0.9
31.10.2018 18:00,109.29,0.55,7.9,747.3,94,5,7,0,0.9,0.9
31.10.2018 21:00,113.22,0.57,8.4,747.6,94,5,7.5,0,0.9,0.9
01.11.2018 0:00,114.94,0.58,7.1,747.7,94,5,6.2,0,0.9,0.9
01.11.2018 3:00,112.62,0.57,6.8,747.8,95,6,6,0,0.9,0.9
01.11.2018 6:00,112.97,0.55,6.6,748.3,95,4,5.8,0.6,0.9,0.9
01.11.2018 9:00,112.2,0.57,7,749.3,93,5,5.9,0,0.3,0.3
01.11.2018 12:00,114.68,0.57,7.4,749.5,92,6,6.1,0,0.3,0.3
01.11.2018 15:00,116.27,0.58,8.7,749.2,84,6,6.2,0,0.3,0.3
01.11.2018 18:00,115.03,0.56,9,749.2,82,6,6.1,0.3,0.3,0.3
01.11.2018 21:00,114.67,0.58,8.4,749.3,81,6,5.3,0,0,0
02.11.2018 0:00,119.44,0.59,7.3,749.3,86,7,5.1,0,0,0
02.11.2018 3:00,112.87,0.56,7.7,748.7,85,6,5.3,0,0,0
02.11.2018 6:00,114.49,0.57,7.6,748.2,90,5,6,0,0,0
02.11.2018 9:00,116.11,0.57,7.9,748.6,76,4,3.9,0,0,0
02.11.2018 12:00,114.59,0.58,9.5,748.5,74,6,5,0,0,0
02.11.2018 15:00,118.69,0.58,11.2,747.7,67,5,5.3,0,0,0
02.11.2018 18:00,114.3,0.58,10.3,747.7,71,3,5.3,0,0,0
02.11.2018 21:00,115.76,0.58,9.9,747.6,71,5,4.8,0,0,0
03.11.2018 0:00,116.08,0.58,8.7,747.4,72,4,3.8,0,0,0
03.11.2018 3:00,113.6,0.54,7.6,746.8,76,2,3.5,0,0,0
03.11.2018 6:00,103.73,0.52,6.1,746.7,82,2,3.3,0,0,0
03.11.2018 9:00,99.86,0.49,6.3,747,80,3,3.1,0,0,0
03.11.2018 12:00,98.24,0.48,10.4,746.5,65,2,4.1,0,0,0
03.11.2018 15:00,96.4,0.48,11.3,745.8,64,2,4.7,0,0,0
03.11.2018 18:00,97.8,0.5,8.4,745.5,75,1,4.1,0,0,0
03.11.2018 21:00,95.19,0.47,3.9,745,93,2,2.8,0,0,0
04.11.2018 0:00,93.98,0.48,0.8,697.6,92,1,-0.3,0,0,0
04.11.2018 3:00,94.36,0.46,-1,744.1,96,0,-1.6,0,0,0
04.11.2018 6:00,93.1,0.47,0.3,743.5,96,1,-0.2,0,0,0
04.11.2018 9:00,96.71,0.48,0.9,743.3,97,0,0.4,0,0,0
04.11.2018 12:00,94.4,0.47,7.3,716.7,81,1,4.2,0,0,0
04.11.2018 15:00,94.65,0.47,15.4,740.2,49,1,4.6,0,0,0
04.11.2018 18:00,94.56,0.48,7.5,739.9,75,1,3.4,0,0,0
04.11.2018 21:00,94.97,0.5,3,739.7,87,1,1.1,0,0,0
05.11.2018 0:00,109.38,0.55,1.3,738.9,85,1,-0.9,0,0,0
05.11.2018 3:00,112.04,0.57,-0.8,739.2,90,1,-2.3,0,0,0
05.11.2018 6:00,110.62,0.55,-0.7,739.6,90,1,-2.2,0,0,0
05.11.2018 9:00,108.11,0.52,5.6,740.4,70,1,0.5,0,0,0
05.11.2018 12:00,100.4,0.5,13.9,740,56,2,5.1,0,0,0
05.11.2018 15:00,101.57,0.5,12.8,740.1,62,3,5.7,0,0,0
05.11.2018 18:00,98.3,0.49,10.8,740.7,67,3,4.9,0,0,0
05.11.2018 21:00,105.47,0.57,8.9,741.6,81,4,5.7,0,0,0
06.11.2018 0:00,123,0.66,6.6,742,91,3,5.2,0,0,0
06.11.2018 3:00,144.21,0.71,5.4,742,91,3,4,0,0,0
06.11.2018 6:00,140.05,0.7,5.6,742.1,90,2,4,0,0,0
06.11.2018 9:00,137.73,0.68,5.4,742.9,88,4,3.5,0,0,0
06.11.2018 12:00,120.49,0.57,7.1,742.5,76,5,3.1,0,0,0
06.11.2018 15:00,108.62,0.54,8.7,742,71,4,3.6,0,0,0
06.11.2018 18:00,105.32,0.52,7.8,742.2,74,3,3.4,0,0,0
06.11.2018 21:00,106.24,0.53,6.8,742,77,4,3,0,0,0
07.11.2018 0:00,106.21,0.54,3.7,742,78,2,0.2,0,0,0
07.11.2018 3:00,107.38,0.54,3.5,742,88,3,1.6,0,0,0
07.11.2018 6:00,113.44,0.54,4.2,742.3,86,3,2.1,0,0,0
07.11.2018 9:00,101.29,0.52,5.8,742.6,80,5,2.6,0,0,0
07.11.2018 12:00,103.79,0.51,9.6,742,57,6,1.5,0,0,0
07.11.2018 15:00,99.03,0.49,9.7,741.2,55,5,1,0,0,0
07.11.2018 18:00,97.41,0.49,6.6,741.6,68,3,1.1,0,0,0
07.11.2018 21:00,97.54,0.49,4.7,741.2,77,3,1,0,0,0
08.11.2018 0:00,94.02,0.47,4,741,80,3,0.9,0,0,0
08.11.2018 3:00,99.53,0.5,2.1,740.6,87,1,0.2,0,0,0
08.11.2018 6:00,99.29,0.5,-0.5,740.8,96,1,-1.1,0,0,0
08.11.2018 9:00,99.48,0.49,3,741.1,95,3,2.3,0,0,0
08.11.2018 12:00,97.03,0.48,11,739.9,58,3,2.9,0,0,0
08.11.2018 15:00,96.02,0.49,12.1,739.2,54,4,3.1,0,0,0
08.11.2018 18:00,99.86,0.5,7.2,739.3,71,2,2.2,0,0,0
08.11.2018 21:00,98.36,0.49,4,739.4,83,2,1.3,0,0,0
09.11.2018 0:00,97.95,0.48,2,739.3,91,2,0.7,0,0,0
09.11.2018 3:00,95.41,0.48,0,739.1,96,1,-0.5,0,0,0
09.11.2018 6:00,95.47,0.47,-0.9,739.2,98,0,-1.2,0,0,0
09.11.2018 9:00,95.63,0.48,-1.6,739.6,97,1,-2,0,0,0
09.11.2018 12:00,96.05,0.47,9.9,738.9,57,1,1.6,0,0,0
09.11.2018 15:00,92.72,0.47,14.1,738.3,51,2,3.9,0,0,0
09.11.2018 18:00,93.44,0.47,7.6,738.7,73,2,3.1,0,0,0
09.11.2018 21:00,96.14,0.49,2.7,739,89,0,1,0,0,0
10.11.2018 0:00,107.98,0.55,-0.4,738.9,94,1,-1.3,0,0,0
10.11.2018 3:00,105.16,0.52,-2.5,738.8,94,0,-3.4,0,0,0
10.11.2018 6:00,98.21,0.48,-2.7,739,94,0,-3.6,0,0,0
10.11.2018 9:00,97.45,0.49,3.4,739.6,80,2,0.3,0,0,0
10.11.2018 12:00,104.46,0.57,14.8,738.8,41,1,1.6,0,0,0
10.11.2018 15:00,125.95,0.63,14.5,738.4,49,3,3.7,0,0,0
10.11.2018 18:00,124.78,0.63,9.3,738.9,64,2,2.8,0,0,0
10.11.2018 21:00,120.87,0.59,6.7,739.2,75,3,2.6,0,0,0
11.11.2018 0:00,127.25,0.66,4.7,739.4,86,3,2.5,0,0,0
11.11.2018 3:00,132.11,0.65,2.6,739.6,93,2,1.5,0,0,0
11.11.2018 6:00,130.38,0.65,2.2,740.6,96,3,1.6,0,0,0
11.11.2018 9:00,126.14,0.63,2.6,741.8,97,4,2.1,0,0,0
11.11.2018 12:00,123.63,0.61,4.7,742,95,4,3.9,0,0,0
11.11.2018 15:00,121.79,0.61,5.2,742.5,93,5,4.2,0,0,0
11.11.2018 18:00,119.51,0.59,3.7,743.8,91,4,2.3,0,0,2
11.11.2018 21:00,112.84,0.56,2.7,744.2,89,4,1.1,0,0,2
12.11.2018 0:00,117.32,0.59,0.6,744.3,94,5,-0.3,0,0,2
12.11.2018 3:00,120.46,0.61,-0.2,744.5,96,3,-0.8,0,0,2
12.11.2018 6:00,120.65,0.58,-0.5,744.4,96,3,-1.1,0,0,8
12.11.2018 9:00,108.75,0.53,-0.5,744.7,96,3,-1.1,0,0,8
12.11.2018 12:00,103.57,0.5,-0.2,744.7,95,3,-0.9,0,0,8
12.11.2018 15:00,98.78,0.51,0.1,744.8,96,2,-0.5,0,0,8
12.11.2018 18:00,102.75,0.51,0.8,744.3,96,4,0.2,0,2,12
12.11.2018 21:00,103.13,0.55,-0.1,743.9,96,5,-0.6,0,2,12
13.11.2018 0:00,114.24,0.54,-1.5,743.5,97,3,-1.9,0,2,12
13.11.2018 3:00,101.8,0.51,-1.6,742.7,97,2,-2,0,2,12
13.11.2018 6:00,105.1,0.54,-0.9,742.6,97,1,-1.3,0,8,17
13.11.2018 9:00,104.37,0.51,-0.2,742.2,97,2,-0.6,0,8,17
13.11.2018 12:00,101.79,0.51,3.7,742,?,4,?,0,8,17
13.11.2018 15:00,99.19,0.51,3.8,734.8,93,3,2.7,0,8,17
13.11.2018 18:00,105.16,0.53,3.6,742.7,95,2,2.9,2,12,23
13.11.2018 21:00,100.94,0.5,3.2,742.9,96,5,2.6,0,10,21
14.11.2018 0:00,105.63,0.54,2.5,742.7,95,5,1.8,0,10,21
14.11.2018 3:00,120.68,0.63,1.3,742.3,96,3,0.7,0,10,21
14.11.2018 6:00,135.13,0.68,1.5,741.8,96,2,0.9,6,15,23
14.11.2018 9:00,112.91,0.55,2.4,741.7,97,3,1.9,0,9,17
14.11.2018 12:00,101.41,0.5,2.8,740.9,94,5,1.9,0,9,17
14.11.2018 15:00,102.37,0.51,4.7,739.9,95,3,3.9,0,9,17
14.11.2018 18:00,101.25,0.51,4.5,739.6,93,5,3.5,4,15,17.4
14.11.2018 21:00,101.09,0.5,3.4,739.2,95,4,2.6,0,11,13.4
15.11.2018 0:00,99.26,0.5,1.2,738.7,95,5,0.5,0,11,13.4
15.11.2018 3:00,100.33,0.53,0.6,737.7,97,3,0.1,0,11,13.4
15.11.2018 6:00,114.97,0.58,0.6,736.9,97,3,0.1,5,13,13.9
15.11.2018 9:00,123.7,0.63,1.3,736.8,97,3,0.8,0,8,8.9
15.11.2018 12:00,133.38,0.68,2.6,736.4,95,3,1.9,0,8,8.9
15.11.2018 15:00,121.22,0.55,3.9,736.7,95,2,3.1,0,8,8.9
15.11.2018 18:00,100.01,0.5,3.4,737.2,96,0,2.8,6,8.4,13.9
15.11.2018 21:00,102.94,0.5,2.3,738.1,95,3,1.6,0,2.4,7.9
16.11.2018 0:00,102.37,0.52,1.9,738.6,95,2,1.2,0,2.4,7.9
16.11.2018 3:00,100.87,0.5,1.5,738.7,96,1,0.9,0,2.4,7.9
16.11.2018 6:00,96.88,0.48,1.8,739,96,2,1.2,2,2.9,7.9
16.11.2018 9:00,97.06,0.48,1.2,739.4,97,2,0.7,0,0.9,5.9
16.11.2018 12:00,94.36,0.46,1.9,739.6,96,3,1.3,0,0.9,5.9
16.11.2018 15:00,91.41,0.47,1.6,740,95,2,0.9,0,0.9,5.9
16.11.2018 18:00,94.18,0.47,1.3,740.7,95,2,0.6,0.4,5.9,5.9
16.11.2018 21:00,94.56,0.47,0.9,740.8,97,2,0.4,0,5.5,5.5
17.11.2018 0:00,88.68,0.45,0.4,740.8,96,3,-0.1,0,5.5,5.5
17.11.2018 3:00,94.08,0.46,0.1,740.3,96,3,-0.4,0,5.5,5.5
17.11.2018 6:00,92.55,0.46,-0.1,740.7,97,2,-0.5,0.5,5.5,5.5
17.11.2018 9:00,89.57,0.45,0,741.5,96,1,-0.5,0,5,5
17.11.2018 12:00,91.19,0.45,0.2,741.7,96,2,-0.3,0,5,5
17.11.2018 15:00,90.93,0.47,0.6,742.2,95,1,-0.1,0,5,5
17.11.2018 18:00,91.16,0.45,0.5,742.5,94,1,-0.3,5,5,5
17.11.2018 21:00,93.06,0.47,0.6,742.3,95,1,-0.1,0,0,0
18.11.2018 0:00,96.59,0.48,0.7,741.2,95,1,0,0,0,0
18.11.2018 3:00,93.26,0.47,0.9,741,96,1,0.3,0,0,0
18.11.2018 6:00,93.67,0.48,1,740.5,96,0,0.4,0,0,0
18.11.2018 9:00,93.98,0.48,1.9,740.7,96,1,1.3,0,0,0
18.11.2018 12:00,97.16,0.48,5.4,740.1,90,1,3.9,0,0,0
18.11.2018 15:00,94.84,0.48,6,740,88,2,4.1,0,0,0
18.11.2018 18:00,95.45,0.48,3.1,740.8,93,2,2.1,0,0,0
18.11.2018 21:00,98.94,0.49,2.5,740.6,95,1,1.8,0,0,0
19.11.2018 0:00,96.05,0.48,2.4,740.8,97,1,1.9,0,0,0
19.11.2018 3:00,100.68,0.51,1.9,740.9,97,2,1.4,0,0,0
19.11.2018 6:00,100.27,0.5,1.7,740.9,97,2,1.2,0,0,0.8
19.11.2018 9:00,104.2,0.53,2.4,741.1,97,2,1.9,0,0,0.8
19.11.2018 12:00,106.78,0.54,4.9,740.5,88,3,3,0,0,0.8
19.11.2018 15:00,115.92,0.58,3.6,740,88,4,1.7,0,0,0.8
19.11.2018 18:00,117.89,0.6,2.5,740,89,4,0.9,0,0,0.8
19.11.2018 21:00,125.16,0.64,2.2,739,91,4,0.9,0,0,0.8
20.11.2018 0:00,134.2,0.67,1.7,738.4,95,4,1,0,0,0.8
20.11.2018 3:00,130.43,0.64,1.7,737.5,94,3,0.9,0,0,0.8
20.11.2018 6:00,126.21,0.63,2.1,736.7,94,3,1.2,0,0.8,1.3
20.11.2018 9:00,127.13,0.64,1.7,737.5,96,2,1.1,0,0.8,1.3
20.11.2018 12:00,125.03,0.62,3.7,736.4,88,3,1.9,0,0.8,1.3
20.11.2018 15:00,118.72,0.6,4.7,734.6,86,2,2.5,0,0.8,1.3
20.11.2018 18:00,119.79,0.6,3.4,734.8,91,2,2.1,0,0.8,1.3
20.11.2018 21:00,125.29,0.64,3.3,735.1,95,1,2.5,0,0.8,1.3
21.11.2018 0:00,124.56,0.6,4,735.6,95,0,3.2,0,0.8,1.3
21.11.2018 3:00,111.7,0.53,4.4,736,95,1,3.7,0,0.8,1.3
21.11.2018 6:00,103.35,0.52,5.4,736.3,93,1,4.4,0.8,1.3,1.3
21.11.2018 9:00,104.14,0.52,5.9,736.6,88,2,4,0,0.5,0.5
21.11.2018 12:00,102.14,0.5,4.1,736.6,91,2,2.7,0,0.5,0.5
21.11.2018 15:00,98.3,0.49,2.4,736,93,2,1.4,0,0.5,0.5
21.11.2018 18:00,98.3,0.5,2.2,735.5,96,2,1.6,0,0.5,0.5
21.11.2018 21:00,96.87,0.49,2,735.2,96,2,1.4,0,0.5,0.5
22.11.2018 0:00,99.73,0.5,1.8,734.9,97,1,1.3,0,0.5,0.5
22.11.2018 3:00,98.87,0.48,1.4,734.8,97,2,1,0,0.5,0.5
22.11.2018 6:00,93.98,0.47,0.6,735,98,2,0.3,0.5,0.5,0.5
22.11.2018 9:00,97.51,0.49,-0.2,735.4,98,3,-0.5,0,0,0
22.11.2018 12:00,96.81,0.49,0.5,734.8,97,2,0.1,0,0,0
22.11.2018 15:00,96.65,0.48,1.4,734.2,89,2,-0.2,0,0,0
22.11.2018 18:00,95.44,0.47,0.4,734.8,95,1,-0.3,0,0,0
22.11.2018 21:00,92.4,0.46,0.1,734.9,96,1,-0.5,0,0,0
23.11.2018 0:00,91.89,0.47,0.2,734.8,96,1,-0.3,0,0,0
23.11.2018 3:00,97.73,0.48,0.8,734.7,97,1,0.3,0,0,0
23.11.2018 6:00,95.6,0.47,1,734.6,94,1,0.2,0,0,0
23.11.2018 9:00,91.48,0.46,0.5,736,87,2,-1.4,0,0,0
23.11.2018 12:00,92.81,0.48,-0.1,737.3,85,2,-2.3,0,0,0
23.11.2018 15:00,95.44,0.47,-1.7,739,79,3,-4.9,0,0,0
23.11.2018 18:00,92.67,0.47,-2.8,741.4,81,2,-5.7,0,0,0
23.11.2018 21:00,95.38,0.47,-4.1,743.9,87,1,-6,0,0,0
24.11.2018 0:00,92.81,0.47,-3.7,744.7,83,1,-6.2,0,0,0
24.11.2018 3:00,91.89,0.46,-3.2,744.1,83,2,-5.7,0,0,0
24.11.2018 6:00,93.47,0.47,-2.5,744.1,86,2,-4.5,0,0,0
24.11.2018 9:00,93.41,0.46,-2.4,744.9,89,3,-4,0,0,0
24.11.2018 12:00,94.56,0.47,-0.6,744.1,83,3,-3.2,0,0,0
24.11.2018 15:00,92.81,0.47,-0.2,743.4,83,3,-2.7,0,0,0
24.11.2018 18:00,93.6,0.47,-0.8,743.2,87,3,-2.7,0,0,0
24.11.2018 21:00,91.76,0.45,-1.5,742.4,92,1,-2.7,0,0,0
25.11.2018 0:00,91,0.45,-2.9,741.6,96,1,-3.5,0,0,0
25.11.2018 3:00,96.05,0.48,-4.5,740.4,95,2,-5.2,0,0,0
25.11.2018 6:00,95.76,0.48,-5.8,739.7,94,1,-6.6,0,0,0
25.11.2018 9:00,94.62,0.48,-5,739.1,95,1,-5.7,0,0,0
25.11.2018 12:00,98.24,0.48,5.8,737.7,59,2,-1.6,0,0,0
25.11.2018 15:00,92.97,0.47,10.8,736.8,27,0,-7.6,0,0,0
25.11.2018 18:00,93.73,0.47,0,737.6,78,0,-3.4,0,0,0
25.11.2018 21:00,93.29,0.47,-2.8,737.5,86,0,-4.9,0,0,0
26.11.2018 0:00,95,0.48,-4.9,736.9,90,0,-6.3,0,0,0
26.11.2018 3:00,96.72,0.49,-6.1,736.4,90,0,-7.5,0,0,0
26.11.2018 6:00,97.41,0.49,-6.7,736.5,89,0,-8.2,0,0,0
26.11.2018 9:00,99.06,0.49,-2.4,736,81,1,-5.3,0,0,0
26.11.2018 12:00,95.6,0.47,7.1,734.8,39,2,-6,0,0,0
26.11.2018 15:00,95.98,0.48,7.4,734.2,50,2,-2.4,0,0,0
26.11.2018 18:00,93.35,0.46,-1.4,734.1,95,2,-2.1,0,0,0
26.11.2018 21:00,93.67,0.47,-2.2,732.7,97,2,-2.6,0,0,0
27.11.2018 0:00,95.54,0.48,-3.1,732.1,96,1,-3.6,0,0,0
27.11.2018 3:00,95.63,0.48,-3.8,731.8,96,1,-4.3,0,0,0
27.11.2018 6:00,97.09,0.5,-4.5,731.1,96,1,-5.1,0,0,1
27.11.2018 9:00,96.08,0.47,-3.7,730.6,95,1,-4.4,0,0,1
27.11.2018 12:00,93.22,0.46,-0.9,730.5,94,2,-1.8,0,0,1
27.11.2018 15:00,93.19,0.47,3.4,729.9,72,1,-1.2,0,0,1
27.11.2018 18:00,95.29,0.47,1.6,730.3,86,0,-0.5,0,0,12
27.11.2018 21:00,94.52,0.48,0.7,730.6,91,1,-0.6,0,0,12
28.11.2018 0:00,93.41,0.46,0.6,730.5,92,1,-0.6,0,0,12
28.11.2018 3:00,89.79,0.45,1.1,730.7,91,2,-0.2,0,0,12
28.11.2018 6:00,90.65,0.46,0.7,731.3,89,0,-1,0,1,12
28.11.2018 9:00,90.97,0.45,5.2,731.7,71,0,0.4,0,1,12
28.11.2018 12:00,92.11,0.48,13.5,730.7,31,2,-3.2,0,1,12
28.11.2018 15:00,92.9,0.46,13.6,730.6,32,2,-3,0,1,12
28.11.2018 18:00,95.22,0.47,9.5,731.4,51,1,-0.3,0,12,14
28.11.2018 21:00,93.26,0.47,8.9,731.8,77,2,5.1,0,12,14
29.11.2018 0:00,91.86,0.47,5.9,732.8,95,2,5.1,0,12,14
29.11.2018 3:00,95,0.47,2.8,735.4,95,2,2.1,0,12,14
29.11.2018 6:00,92.08,0.45,-0.2,737.7,94,3,-1,1,12,17
29.11.2018 9:00,94.21,0.47,-2.3,740.8,95,2,-3,0,11,16
29.11.2018 12:00,94.52,0.48,-3.8,743.4,94,2,-4.6,0,11,16
29.11.2018 15:00,95.73,0.47,-4.1,744.7,94,3,-4.9,0,11,16
29.11.2018 18:00,91.35,0.46,-5.6,746.8,93,1,-6.5,11,13,16.9
29.11.2018 21:00,94.81,0.48,-5.8,747.6,93,4,-6.7,0,2,5.9
30.11.2018 0:00,95.14,0.47,-5.9,748.1,94,4,-6.7,0,2,5.9
30.11.2018 3:00,91.22,0.46,-5.7,748.1,94,5,-6.5,0,2,5.9
30.11.2018 6:00,96.46,0.47,-5.1,747.7,94,7,-5.9,0,5,6.2
30.11.2018 9:00,93.32,0.47,-4,747.7,94,6,-4.8,0,5,6.2
30.11.2018 12:00,97.73,0.48,-2.8,746.6,93,7,-3.8,0,5,6.2
30.11.2018 15:00,94.33,0.48,-2.1,745.2,95,4,-2.8,0,5,6.2
30.11.2018 18:00,94.9,0.47,-1.2,744.4,94,3,-2,2,5.9,6.2
30.11.2018 21:00,90.87,0.45,-0.9,742.6,95,3,-1.6,0,3.9,4.2
01.12.2018 0:00,94.33,0.48,-0.5,741,96,2,-1.1,0,3.9,4.2
01.12.2018 3:00,94.68,0.47,-0.2,740.2,96,2,-0.7,0,3.9,4.2
01.12.2018 6:00,92.59,0.48,0.1,739.3,96,1,-0.4,3,4.2,4.2
01.12.2018 9:00,99.26,0.49,0.4,738.7,96,2,-0.1,0,1.2,1.2
01.12.2018 12:00,97.26,0.47,1.1,737.5,96,1,0.5,0,1.2,1.2
01.12.2018 15:00,93.79,0.48,0.6,736.3,97,1,0.1,0,1.2,1.2
01.12.2018 18:00,94.27,0.47,0.2,737.1,97,1,-0.2,0.9,1.2,1.2
01.12.2018 21:00,93.6,0.47,0.4,737.5,97,1,0,0,0.3,0.3
02.12.2018 0:00,95.31,0.48,0.3,738.1,97,1,-0.1,0,0.3,0.3
02.12.2018 3:00,98.87,0.5,0.3,738.4,97,0,-0.1,0,0.3,0.3
02.12.2018 6:00,96.97,0.49,0.3,739.3,97,1,-0.1,0.3,0.3,0.3
02.12.2018 9:00,98.34,0.48,1,740.7,97,2,0.6,0,0,0
02.12.2018 12:00,95.89,0.48,4,740.7,86,4,1.8,0,0,0
02.12.2018 15:00,96.27,0.48,3.9,741.1,85,2,1.5,0,0,0
02.12.2018 18:00,94.56,0.47,3.1,741.9,88,2,1.3,0,0,0
02.12.2018 21:00,95.98,0.49,2.8,741.5,90,0,1.3,0,0,0
03.12.2018 0:00,96.81,0.48,2.5,741.2,92,1,1.3,0,0,0
03.12.2018 3:00,97.53,0.49,1.9,740.8,95,2,1.1,0,0,0
03.12.2018 6:00,95.51,0.48,1.7,740.7,96,1,1.1,0,0,0
03.12.2018 9:00,95.86,0.47,1.9,740.8,96,2,1.3,0,0,0
03.12.2018 12:00,93.54,0.47,3.8,739.9,91,4,2.5,0,0,0
03.12.2018 15:00,92.21,0.46,4.2,739.6,82,3,1.4,0,0,0
03.12.2018 18:00,93.35,0.48,3.3,740.1,86,4,1.2,0,0,0
03.12.2018 21:00,96.08,0.47,2.9,740,87,4,1,0,0,0
04.12.2018 0:00,92.08,0.47,2.3,739.6,90,3,0.8,0,0,0
